"File","SizeBytes","EngineBuildString","StudioVersionString","CreationTimeCount","ModificationTimeCount","FirstCreationTime","LastModificationTime","VehicleNodeNames","UniqueShaderPathCount","UniqueTexturePathCount"
"gyro_AU31627_nodes.json","47106","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","27","27","2019-07-24T11:08:47Z","2020-05-15T12:59:23Z","RT40_FPK_AU316_2_Q4_etron","17","11"
"gyro_AU31630_nodes.json","45736","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","24","24","2019-07-24T11:08:47Z","2020-05-27T10:42:09Z","","17","8"
"gyro_AU31647_nodes.json","45595","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","24","24","2019-07-24T11:08:47Z","2020-05-15T12:59:23Z","","17","8"
"gyro_AU42600_nodes.json","49154","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","33","33","2019-07-24T11:08:47Z","2020-03-20T08:56:59Z","","17","17"
"gyro_AU51607_nodes.json","52690","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","43","43","2019-07-12T12:00:11Z","2019-07-23T07:28:08Z","","25","20"
"gyro_AU53600_nodes.json","47615","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","30","30","2019-07-24T11:08:47Z","2019-07-24T11:08:47Z","","17","14"
"gyro_AU53630_nodes.json","51023","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","29","29","2019-07-24T11:08:47Z","2019-07-24T11:08:47Z","","17","13"
"gyro_AU53636_nodes.json","48085","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","31","31","2019-07-24T11:08:47Z","2019-07-24T11:08:47Z","","17","15"
"gyro_AU58240_nodes.json","52060","windows_64bit_release_for_host__v2.115_0","2.24.10-1017","29","29","2019-07-24T11:20:11Z","2019-07-24T11:20:11Z","","17","13"
